CO2 per 1000,Type,Year,Region
,Building (Energy) (Mt CO2e),1963,Asia
2.633793604e-05,Agriculture (Mt CO2e),2011,Europe
0.000273023,Transport (Energy) (Mt CO2e),2013,Africa
0.006269641,Power Industry (Energy) (Mt CO2e),2001,Oceania
9.189843564e-06,Agriculture (Mt CO2e),1975,Middle East
0.000618098,Building (Energy) (Mt CO2e),1995,Oceania
,Power Industry (Energy) (Mt CO2e),1960,Africa
5.821475891e-09,Waste (Mt CO2e),1976,Africa
,Industrial Processes (Mt CO2e),2025,Middle East
1.237040838e-08,Waste (Mt CO2e),2024,Africa
1.002106605e-08,Waste (Mt CO2e),2011,Africa
0.000265597,Fugitive Emissions (Energy) (Mt CO2e),1997,Africa
3.664647515e-05,Agriculture (Mt CO2e),1976,Europe
0.000258686,Transport (Energy) (Mt CO2e),2012,Africa
0.000683327,Industrial Processes (Mt CO2e),1980,Europe
0.002023156,Industrial Combustion (Energy) (Mt CO2e),1980,Europe
7.570890428e-05,Industrial Processes (Mt CO2e),1974,Africa
0.000276209,Transport (Energy) (Mt CO2e),2018,Africa
0.000669617,Fugitive Emissions (Energy) (Mt CO2e),1980,Europe
0.000358160,Fugitive Emissions (Energy) (Mt CO2e),1979,Africa
,Building (Energy) (Mt CO2e),1965,Africa
,Industrial Processes (Mt CO2e),1969,Oceania
1.865678080e-05,Agriculture (Mt CO2e),2015,Asia
0.000537396,Industrial Processes (Mt CO2e),1996,Oceania
0.000669971,Building (Energy) (Mt CO2e),2002,Oceania
0.000124224,Fugitive Emissions (Energy) (Mt CO2e),2024,Africa
1.053468475e-08,Waste (Mt CO2e),2014,Africa
,Transport (Energy) (Mt CO2e),1963,Africa
1.000503805e-06,Waste (Mt CO2e),2020,The Americas
5.989050176e-05,Industrial Processes (Mt CO2e),1995,Africa
0.003324625,Power Industry (Energy) (Mt CO2e),2003,The Americas
,Agriculture (Mt CO2e),1969,Africa
0.000345846,Power Industry (Energy) (Mt CO2e),1987,Africa
,Power Industry (Energy) (Mt CO2e),1963,The Americas
4.323605209e-07,Waste (Mt CO2e),1975,The Americas
0.000391566,Transport (Energy) (Mt CO2e),2011,Asia
0.000319624,Industrial Processes (Mt CO2e),2015,The Americas
0.001402909,Transport (Energy) (Mt CO2e),2002,Middle East
4.100728756e-06,Waste (Mt CO2e),2004,Europe
0.001517722,Transport (Energy) (Mt CO2e),1990,Europe
0.000971903,Industrial Combustion (Energy) (Mt CO2e),1983,Middle East
0.002485963,Transport (Energy) (Mt CO2e),1978,Oceania
0.000305183,Fugitive Emissions (Energy) (Mt CO2e),1972,Africa
0.000261697,Transport (Energy) (Mt CO2e),2023,Africa
3.316597439e-05,Agriculture (Mt CO2e),1993,Oceania
0.000629068,Fugitive Emissions (Energy) (Mt CO2e),2018,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1963,The Americas
0.000501890,Fugitive Emissions (Energy) (Mt CO2e),2024,Europe
0.000925749,Industrial Combustion (Energy) (Mt CO2e),2006,The Americas
0.000442671,Industrial Processes (Mt CO2e),2001,Middle East
0.000322532,Building (Energy) (Mt CO2e),1985,Asia
,Building (Energy) (Mt CO2e),1964,Europe
2.402635636e-05,Agriculture (Mt CO2e),2001,Europe
6.823293085e-09,Waste (Mt CO2e),1984,Africa
8.726011170e-06,Agriculture (Mt CO2e),1972,Middle East
0.001284460,Building (Energy) (Mt CO2e),2005,Europe
1.520793214e-05,Agriculture (Mt CO2e),1994,Asia
0.001679932,Transport (Energy) (Mt CO2e),2011,Middle East
0.000459815,Industrial Processes (Mt CO2e),2014,Asia
0.002128235,Power Industry (Energy) (Mt CO2e),2023,Europe
0.000306352,Building (Energy) (Mt CO2e),2011,Asia
3.594428820e-06,Waste (Mt CO2e),1996,Oceania
1.094437629e-05,Agriculture (Mt CO2e),1980,Asia
0.000517060,Fugitive Emissions (Energy) (Mt CO2e),2016,Europe
0.002537825,Transport (Energy) (Mt CO2e),1981,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1961,Middle East
,Agriculture (Mt CO2e),1968,Europe
0.000331916,Power Industry (Energy) (Mt CO2e),1991,Africa
,Industrial Combustion (Energy) (Mt CO2e),1962,Africa
,Power Industry (Energy) (Mt CO2e),1967,Europe
4.968406528e-06,Agriculture (Mt CO2e),2006,Africa
,Building (Energy) (Mt CO2e),1968,The Americas
0.002762107,Power Industry (Energy) (Mt CO2e),2018,Middle East
0.000488716,Industrial Processes (Mt CO2e),1993,Oceania
7.685340490e-05,Agriculture (Mt CO2e),2023,Oceania
0.000356054,Industrial Processes (Mt CO2e),1995,The Americas
0.000848299,Fugitive Emissions (Energy) (Mt CO2e),2017,Oceania
0.000863674,Fugitive Emissions (Energy) (Mt CO2e),2004,Middle East
7.325027616e-05,Agriculture (Mt CO2e),2004,Oceania
0.002046543,Building (Energy) (Mt CO2e),1973,Europe
0.000137978,Fugitive Emissions (Energy) (Mt CO2e),1994,Asia
1.567279728e-05,Agriculture (Mt CO2e),1994,Middle East
1.725166997e-05,Agriculture (Mt CO2e),2019,Asia
2.296344233e-06,Waste (Mt CO2e),2011,Oceania
0.002495902,Transport (Energy) (Mt CO2e),1991,The Americas
0.001509760,Fugitive Emissions (Energy) (Mt CO2e),1981,Middle East
0.000316716,Transport (Energy) (Mt CO2e),2005,Asia
0.001395870,Power Industry (Energy) (Mt CO2e),1990,Middle East
0.000622942,Building (Energy) (Mt CO2e),1996,Oceania
,Transport (Energy) (Mt CO2e),1960,Middle East
0.000310889,Building (Energy) (Mt CO2e),2014,Asia
0.000436916,Transport (Energy) (Mt CO2e),2014,Asia
,Building (Energy) (Mt CO2e),2025,Asia
2.047691472e-06,Waste (Mt CO2e),2011,Asia
0.000987293,Industrial Combustion (Energy) (Mt CO2e),1981,Middle East
0.000628089,Fugitive Emissions (Energy) (Mt CO2e),1992,The Americas
0.001157568,Industrial Combustion (Energy) (Mt CO2e),2016,Oceania
0.000497128,Fugitive Emissions (Energy) (Mt CO2e),2022,Europe
0.000125782,Fugitive Emissions (Energy) (Mt CO2e),2022,Africa
4.111547602e-06,Waste (Mt CO2e),1982,Oceania
,Industrial Processes (Mt CO2e),2025,Asia
0.002847080,Power Industry (Energy) (Mt CO2e),1970,Oceania
1.862739959e-05,Agriculture (Mt CO2e),2002,Asia
0.000129887,Industrial Combustion (Energy) (Mt CO2e),1999,Africa
0.001137453,Industrial Combustion (Energy) (Mt CO2e),2000,Europe
0.002607770,Transport (Energy) (Mt CO2e),1981,The Americas
,Transport (Energy) (Mt CO2e),1963,Europe
0.000180054,Transport (Energy) (Mt CO2e),1988,Asia
0.002319417,Transport (Energy) (Mt CO2e),2021,The Americas
0.000265561,Transport (Energy) (Mt CO2e),2022,Africa
0.000238793,Fugitive Emissions (Energy) (Mt CO2e),2020,Asia
0.000375888,Industrial Processes (Mt CO2e),2022,Oceania
0.000297344,Fugitive Emissions (Energy) (Mt CO2e),1985,Africa
0.000166410,Transport (Energy) (Mt CO2e),1986,Asia
2.042984647e-05,Agriculture (Mt CO2e),1980,The Americas
0.001996332,Industrial Combustion (Energy) (Mt CO2e),1971,Europe
0.000786360,Industrial Combustion (Energy) (Mt CO2e),1988,Middle East
,Industrial Processes (Mt CO2e),1964,Africa
0.000930880,Industrial Combustion (Energy) (Mt CO2e),2015,Europe
0.000454019,Industrial Combustion (Energy) (Mt CO2e),1986,Asia
1.982705182e-05,Agriculture (Mt CO2e),1981,The Americas
0.000356019,Power Industry (Energy) (Mt CO2e),1999,Africa
,Power Industry (Energy) (Mt CO2e),1966,Europe
0.000199713,Transport (Energy) (Mt CO2e),1990,Asia
0.000157067,Transport (Energy) (Mt CO2e),1972,Africa
0.000125905,Industrial Combustion (Energy) (Mt CO2e),2000,Africa
4.825823709e-07,Waste (Mt CO2e),1984,The Americas
6.520120107e-06,Agriculture (Mt CO2e),1974,Asia
0.000136231,Fugitive Emissions (Energy) (Mt CO2e),1995,Asia
7.400567046e-05,Agriculture (Mt CO2e),2018,Oceania
,Power Industry (Energy) (Mt CO2e),1966,Middle East
0.001614708,Transport (Energy) (Mt CO2e),2017,Europe
0.001925464,Industrial Combustion (Energy) (Mt CO2e),1982,Oceania
2.456391971e-05,Agriculture (Mt CO2e),2007,The Americas
0.000558547,Industrial Processes (Mt CO2e),2000,Oceania
0.001441409,Industrial Combustion (Energy) (Mt CO2e),2010,Middle East
0.003302141,Power Industry (Energy) (Mt CO2e),2002,The Americas
0.003185138,Fugitive Emissions (Energy) (Mt CO2e),1972,Middle East
8.237683038e-05,Building (Energy) (Mt CO2e),1998,Africa
2.211031657e-05,Agriculture (Mt CO2e),2008,The Americas
,Power Industry (Energy) (Mt CO2e),1965,Asia
0.000649049,Building (Energy) (Mt CO2e),1987,Middle East
0.000352882,Transport (Energy) (Mt CO2e),2009,Asia
5.724641680e-09,Waste (Mt CO2e),1972,Africa
0.002012316,Building (Energy) (Mt CO2e),1986,Europe
6.273270369e-07,Waste (Mt CO2e),2007,The Americas
,Power Industry (Energy) (Mt CO2e),1969,Europe
,Industrial Combustion (Energy) (Mt CO2e),1968,The Americas
3.413186656e-09,Waste (Mt CO2e),1979,Middle East
0.000378692,Power Industry (Energy) (Mt CO2e),1981,Asia
0.000856736,Fugitive Emissions (Energy) (Mt CO2e),1999,Middle East
0.001417418,Industrial Combustion (Energy) (Mt CO2e),2011,Middle East
0.001224576,Transport (Energy) (Mt CO2e),1992,Middle East
0.000648474,Fugitive Emissions (Energy) (Mt CO2e),1996,The Americas
0.000238335,Fugitive Emissions (Energy) (Mt CO2e),2005,Africa
0.003359870,Power Industry (Energy) (Mt CO2e),1976,Europe
0.000623885,Fugitive Emissions (Energy) (Mt CO2e),1999,The Americas
3.827607407e-06,Waste (Mt CO2e),2007,Europe
0.001044393,Industrial Combustion (Energy) (Mt CO2e),2024,Oceania
0.002512875,Transport (Energy) (Mt CO2e),2019,The Americas
0.000126010,Industrial Processes (Mt CO2e),1978,Asia
0.000798656,Fugitive Emissions (Energy) (Mt CO2e),2023,Oceania
0.002087495,Power Industry (Energy) (Mt CO2e),1997,Middle East
0.000604983,Building (Energy) (Mt CO2e),1992,Oceania
0.001330523,Transport (Energy) (Mt CO2e),1994,Middle East
0.000856312,Transport (Energy) (Mt CO2e),1979,Middle East
0.000645308,Fugitive Emissions (Energy) (Mt CO2e),1984,The Americas
0.001159974,Industrial Combustion (Energy) (Mt CO2e),1997,Europe
0.001057952,Industrial Combustion (Energy) (Mt CO2e),1993,The Americas
0.002839907,Transport (Energy) (Mt CO2e),1999,Oceania
1.422445766e-06,Waste (Mt CO2e),1987,Asia
0.002132242,Building (Energy) (Mt CO2e),1979,Europe
0.000422980,Power Industry (Energy) (Mt CO2e),1973,Middle East
,Power Industry (Energy) (Mt CO2e),1968,The Americas
,Industrial Processes (Mt CO2e),1964,Oceania
0.000330426,Industrial Processes (Mt CO2e),1989,The Americas
7.238656710e-09,Waste (Mt CO2e),1988,Africa
0.001745267,Building (Energy) (Mt CO2e),1990,Europe
0.000327232,Industrial Processes (Mt CO2e),1983,The Americas
7.184102287e-05,Fugitive Emissions (Energy) (Mt CO2e),1970,Asia
0.000954913,Industrial Combustion (Energy) (Mt CO2e),2021,Asia
0.000127759,Industrial Processes (Mt CO2e),1984,Asia
0.001021956,Industrial Combustion (Energy) (Mt CO2e),1982,Middle East
0.002524486,Transport (Energy) (Mt CO2e),1982,The Americas
0.000318735,Industrial Processes (Mt CO2e),1985,Middle East
,Waste (Mt CO2e),1965,Oceania
0.002597894,Transport (Energy) (Mt CO2e),2024,Oceania
0.000274064,Fugitive Emissions (Energy) (Mt CO2e),1992,Africa
0.001151455,Industrial Combustion (Energy) (Mt CO2e),2019,Oceania
0.001155515,Transport (Energy) (Mt CO2e),1977,Europe
3.013238276e-05,Agriculture (Mt CO2e),2017,Europe
0.003607343,Power Industry (Energy) (Mt CO2e),1993,Europe
,Transport (Energy) (Mt CO2e),1968,Europe
0.000393829,Industrial Processes (Mt CO2e),1977,The Americas
0.001601688,Transport (Energy) (Mt CO2e),2022,Middle East
0.001097029,Building (Energy) (Mt CO2e),1990,The Americas
6.587947344e-07,Waste (Mt CO2e),2005,The Americas
,Waste (Mt CO2e),1969,Asia
0.000600948,Fugitive Emissions (Energy) (Mt CO2e),1974,Europe
0.001211553,Transport (Energy) (Mt CO2e),1985,Middle East
0.000453065,Industrial Processes (Mt CO2e),2013,Oceania
6.817211199e-05,Industrial Processes (Mt CO2e),1979,Africa
0.000262750,Industrial Processes (Mt CO2e),1977,Middle East
0.002519067,Transport (Energy) (Mt CO2e),1971,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1964,Oceania
0.002484404,Transport (Energy) (Mt CO2e),2020,Oceania
0.000319848,Industrial Processes (Mt CO2e),2011,The Americas
6.331031806e-06,Agriculture (Mt CO2e),1980,Africa
0.000355734,Industrial Combustion (Energy) (Mt CO2e),1971,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1964,Oceania
4.219712220e-05,Agriculture (Mt CO2e),1982,Europe
0.000301067,Industrial Processes (Mt CO2e),1992,Middle East
1.202573682e-05,Agriculture (Mt CO2e),2010,Middle East
0.000639961,Fugitive Emissions (Energy) (Mt CO2e),1985,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1966,Oceania
9.449404394e-07,Waste (Mt CO2e),2013,The Americas
0.000656775,Fugitive Emissions (Energy) (Mt CO2e),1987,The Americas
0.001059932,Industrial Combustion (Energy) (Mt CO2e),1994,The Americas
0.000646493,Building (Energy) (Mt CO2e),1982,Oceania
0.002519432,Transport (Energy) (Mt CO2e),2011,The Americas
0.000514482,Industrial Processes (Mt CO2e),2004,Oceania
5.560812356e-07,Waste (Mt CO2e),1993,The Americas
0.000175502,Transport (Energy) (Mt CO2e),1990,Africa
9.333611922e-05,Building (Energy) (Mt CO2e),1972,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1963,Africa
,Industrial Processes (Mt CO2e),1963,Asia
0.000341630,Building (Energy) (Mt CO2e),1989,Asia
0.002826074,Power Industry (Energy) (Mt CO2e),2024,Middle East
9.632328918e-05,Building (Energy) (Mt CO2e),2006,Africa
0.003244648,Power Industry (Energy) (Mt CO2e),2006,The Americas
,Agriculture (Mt CO2e),1966,Africa
0.000797505,Fugitive Emissions (Energy) (Mt CO2e),1992,Oceania
,Building (Energy) (Mt CO2e),1961,Asia
0.000332488,Power Industry (Energy) (Mt CO2e),1989,Africa
0.000135748,Industrial Processes (Mt CO2e),1986,Asia
5.188087806e-05,Agriculture (Mt CO2e),1998,Oceania
1.893042872e-06,Waste (Mt CO2e),2005,Asia
,Building (Energy) (Mt CO2e),1967,Middle East
3.920744377e-06,Waste (Mt CO2e),1976,Europe
9.316182259e-05,Building (Energy) (Mt CO2e),2005,Africa
6.632908154e-05,Agriculture (Mt CO2e),2012,Oceania
,Power Industry (Energy) (Mt CO2e),2025,Middle East
0.000372447,Power Industry (Energy) (Mt CO2e),1982,Asia
0.001122008,Building (Energy) (Mt CO2e),2017,Europe
0.000328273,Industrial Processes (Mt CO2e),2018,The Americas
0.000753158,Fugitive Emissions (Energy) (Mt CO2e),2006,Oceania
,Fugitive Emissions (Energy) (Mt CO2e),1964,The Americas
0.001323963,Industrial Combustion (Energy) (Mt CO2e),2009,Oceania
,Power Industry (Energy) (Mt CO2e),1966,Asia
1.417722061e-06,Waste (Mt CO2e),1972,Asia
0.001058637,Building (Energy) (Mt CO2e),2022,Europe
,Fugitive Emissions (Energy) (Mt CO2e),1965,Middle East
0.000111663,Fugitive Emissions (Energy) (Mt CO2e),1980,Asia
0.000278739,Fugitive Emissions (Energy) (Mt CO2e),1987,Africa
1.470386598e-05,Agriculture (Mt CO2e),1989,Asia
9.951360102e-07,Waste (Mt CO2e),2021,The Americas
0.000481240,Industrial Combustion (Energy) (Mt CO2e),1990,Asia
0.002816798,Power Industry (Energy) (Mt CO2e),2014,Europe
6.140075394e-05,Industrial Processes (Mt CO2e),1988,Africa
0.000480188,Industrial Combustion (Energy) (Mt CO2e),1980,Asia
0.000226021,Industrial Processes (Mt CO2e),2001,Asia
4.154105443e-06,Waste (Mt CO2e),1984,Oceania
9.260325436e-05,Building (Energy) (Mt CO2e),1973,Africa
0.000130732,Transport (Energy) (Mt CO2e),1972,Asia
5.668352400e-05,Agriculture (Mt CO2e),1999,Oceania
0.002503354,Transport (Energy) (Mt CO2e),1986,The Americas
0.001226900,Transport (Energy) (Mt CO2e),1984,Europe
1.161368382e-08,Waste (Mt CO2e),2020,Africa
7.993313813e-05,Agriculture (Mt CO2e),2022,Oceania
0.001972921,Power Industry (Energy) (Mt CO2e),1998,Middle East
0.002512429,Transport (Energy) (Mt CO2e),1979,Oceania
0.002719053,Transport (Energy) (Mt CO2e),2000,The Americas
5.389469311e-06,Agriculture (Mt CO2e),1998,Africa
0.000637487,Fugitive Emissions (Energy) (Mt CO2e),1981,Europe
0.001910424,Industrial Combustion (Energy) (Mt CO2e),1981,Europe
0.001111627,Industrial Combustion (Energy) (Mt CO2e),2020,Oceania
0.000821059,Industrial Processes (Mt CO2e),2020,Middle East
2.027799711e-05,Agriculture (Mt CO2e),1971,Oceania
0.002401354,Transport (Energy) (Mt CO2e),2022,The Americas
0.000793256,Industrial Processes (Mt CO2e),2017,Middle East
9.529548644e-06,Agriculture (Mt CO2e),2018,Middle East
0.000128847,Industrial Combustion (Energy) (Mt CO2e),1995,Africa
0.000953721,Fugitive Emissions (Energy) (Mt CO2e),1974,The Americas
0.002479585,Transport (Energy) (Mt CO2e),1983,Oceania
3.225611204e-05,Agriculture (Mt CO2e),2020,Europe
0.001193952,Building (Energy) (Mt CO2e),2009,Europe
4.214855864e-07,Waste (Mt CO2e),1973,The Americas
,Agriculture (Mt CO2e),1968,The Americas
2.240790726e-05,Agriculture (Mt CO2e),1989,Oceania
0.000213527,Industrial Combustion (Energy) (Mt CO2e),1974,Africa
0.001854406,Industrial Combustion (Energy) (Mt CO2e),1995,Oceania
8.156560375e-05,Building (Energy) (Mt CO2e),1990,Africa
0.000869506,Fugitive Emissions (Energy) (Mt CO2e),2021,Oceania
0.001138696,Building (Energy) (Mt CO2e),2011,Europe
0.000328266,Building (Energy) (Mt CO2e),1986,Asia
2.324974466e-05,Agriculture (Mt CO2e),2000,The Americas
0.000123039,Industrial Processes (Mt CO2e),1983,Asia
,Power Industry (Energy) (Mt CO2e),1962,Middle East
0.000580322,Fugitive Emissions (Energy) (Mt CO2e),1975,Europe
6.433131834e-09,Waste (Mt CO2e),1980,Africa
0.000176755,Transport (Energy) (Mt CO2e),1993,Africa
4.055318608e-06,Waste (Mt CO2e),1982,Europe
0.000129870,Fugitive Emissions (Energy) (Mt CO2e),1991,Asia
0.001088371,Building (Energy) (Mt CO2e),1991,The Americas
0.002839919,Power Industry (Energy) (Mt CO2e),2012,Middle East
,Industrial Combustion (Energy) (Mt CO2e),2025,The Americas
2.326265994e-09,Waste (Mt CO2e),2018,Middle East
0.000127855,Fugitive Emissions (Energy) (Mt CO2e),1992,Asia
0.000123593,Fugitive Emissions (Energy) (Mt CO2e),1988,Asia
0.000477785,Transport (Energy) (Mt CO2e),2022,Asia
,Building (Energy) (Mt CO2e),2025,Middle East
9.158257438e-06,Agriculture (Mt CO2e),2019,Middle East
0.000679237,Power Industry (Energy) (Mt CO2e),1994,Asia
0.000775197,Building (Energy) (Mt CO2e),2024,The Americas
0.000794141,Building (Energy) (Mt CO2e),2012,The Americas
3.289585357e-09,Waste (Mt CO2e),1980,Middle East
0.001267799,Industrial Combustion (Energy) (Mt CO2e),2013,Oceania
0.000242692,Industrial Processes (Mt CO2e),1972,Middle East
6.875351266e-06,Agriculture (Mt CO2e),1970,Asia
2.179973287e-06,Waste (Mt CO2e),2015,Asia
0.000333941,Industrial Processes (Mt CO2e),1987,The Americas
0.001398866,Transport (Energy) (Mt CO2e),2003,Middle East
8.209201305e-09,Waste (Mt CO2e),1995,Africa
0.000520139,Industrial Processes (Mt CO2e),2006,Oceania
0.000134479,Fugitive Emissions (Energy) (Mt CO2e),1989,Asia
2.630661249e-05,Agriculture (Mt CO2e),2024,Europe
2.227910174e-06,Waste (Mt CO2e),2000,Asia
,Agriculture (Mt CO2e),1969,Europe
0.003661603,Power Industry (Energy) (Mt CO2e),1983,Europe
0.000736425,Fugitive Emissions (Energy) (Mt CO2e),1995,Oceania
0.002696255,Transport (Energy) (Mt CO2e),1988,Oceania
0.000855698,Building (Energy) (Mt CO2e),2009,Middle East
0.000751836,Fugitive Emissions (Energy) (Mt CO2e),1996,Oceania
7.867467914e-09,Waste (Mt CO2e),1998,Africa
0.000759717,Industrial Processes (Mt CO2e),2010,Middle East
7.327462008e-05,Industrial Processes (Mt CO2e),2000,Africa
0.001198137,Transport (Energy) (Mt CO2e),1982,Europe
0.003270986,Power Industry (Energy) (Mt CO2e),2008,Europe
,Transport (Energy) (Mt CO2e),2025,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1964,Asia
0.000796882,Fugitive Emissions (Energy) (Mt CO2e),2014,Oceania
0.002309928,Power Industry (Energy) (Mt CO2e),2004,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1969,Europe
2.226286161e-05,Agriculture (Mt CO2e),1998,The Americas
0.005045465,Power Industry (Energy) (Mt CO2e),1993,Oceania
0.000833891,Building (Energy) (Mt CO2e),2019,The Americas
3.507773605e-09,Waste (Mt CO2e),1993,Middle East
0.000451331,Building (Energy) (Mt CO2e),1975,Middle East
0.000162998,Transport (Energy) (Mt CO2e),1979,Asia
9.194691429e-09,Waste (Mt CO2e),2007,Africa
,Industrial Processes (Mt CO2e),1964,Asia
0.001990570,Industrial Combustion (Energy) (Mt CO2e),1975,Europe
0.001845052,Building (Energy) (Mt CO2e),1976,The Americas
,Waste (Mt CO2e),1962,The Americas
0.000419139,Power Industry (Energy) (Mt CO2e),1985,Asia
0.000641611,Fugitive Emissions (Energy) (Mt CO2e),2015,The Americas
0.000660350,Fugitive Emissions (Energy) (Mt CO2e),1989,Europe
0.000500936,Industrial Processes (Mt CO2e),2021,Asia
0.002004661,Industrial Combustion (Energy) (Mt CO2e),1972,Europe
,Waste (Mt CO2e),1960,Oceania
3.779600493e-06,Waste (Mt CO2e),1995,Oceania
0.001332779,Building (Energy) (Mt CO2e),1981,The Americas
0.000658104,Industrial Processes (Mt CO2e),1988,Europe
,Fugitive Emissions (Energy) (Mt CO2e),1969,Middle East
,Waste (Mt CO2e),1960,Asia
0.000127617,Industrial Combustion (Energy) (Mt CO2e),2003,Africa
0.001531947,Transport (Energy) (Mt CO2e),2002,Europe
,Fugitive Emissions (Energy) (Mt CO2e),1960,The Americas
0.001360583,Transport (Energy) (Mt CO2e),2001,Middle East
0.000795893,Building (Energy) (Mt CO2e),2022,Middle East
0.002835603,Transport (Energy) (Mt CO2e),2013,Oceania
0.003608092,Fugitive Emissions (Energy) (Mt CO2e),1976,Middle East
0.000302277,Fugitive Emissions (Energy) (Mt CO2e),1986,Africa
7.807840591e-05,Industrial Processes (Mt CO2e),1973,Africa
0.002032561,Power Industry (Energy) (Mt CO2e),2000,Middle East
0.002275180,Power Industry (Energy) (Mt CO2e),2023,Asia
3.458113441e-06,Waste (Mt CO2e),2021,Europe
0.002485401,Transport (Energy) (Mt CO2e),1983,The Americas
4.272073271e-07,Waste (Mt CO2e),1974,The Americas
0.000319360,Building (Energy) (Mt CO2e),2016,Asia
0.002488244,Transport (Energy) (Mt CO2e),2009,The Americas
0.000874436,Power Industry (Energy) (Mt CO2e),1980,Middle East
6.195833222e-09,Waste (Mt CO2e),1979,Africa
,Power Industry (Energy) (Mt CO2e),1966,Oceania
0.001290491,Transport (Energy) (Mt CO2e),1996,Middle East
0.000783297,Building (Energy) (Mt CO2e),1970,Oceania
0.002495050,Transport (Energy) (Mt CO2e),1985,The Americas
0.002074064,Power Industry (Energy) (Mt CO2e),2024,Europe
,Transport (Energy) (Mt CO2e),1965,Asia
0.001210492,Industrial Combustion (Energy) (Mt CO2e),2018,Middle East
0.001261820,Transport (Energy) (Mt CO2e),1995,Middle East
0.002165436,Industrial Combustion (Energy) (Mt CO2e),1978,Oceania
0.000861642,Fugitive Emissions (Energy) (Mt CO2e),2003,Middle East
0.001955775,Power Industry (Energy) (Mt CO2e),2019,Asia
0.000269037,Industrial Processes (Mt CO2e),1978,Middle East
0.003171033,Power Industry (Energy) (Mt CO2e),1998,Europe
8.440256507e-06,Agriculture (Mt CO2e),1973,Middle East
0.002492228,Industrial Combustion (Energy) (Mt CO2e),1971,Oceania
0.001307328,Industrial Combustion (Energy) (Mt CO2e),2008,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),2025,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1969,Oceania
0.001311896,Building (Energy) (Mt CO2e),1982,The Americas
2.328264051e-05,Agriculture (Mt CO2e),2006,The Americas
5.292746274e-07,Waste (Mt CO2e),1991,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1969,Middle East
4.012971631e-06,Waste (Mt CO2e),1980,Europe
0.002600266,Transport (Energy) (Mt CO2e),1995,The Americas
0.001119256,Industrial Combustion (Energy) (Mt CO2e),2017,Oceania
0.001799165,Industrial Combustion (Energy) (Mt CO2e),1998,Oceania
,Transport (Energy) (Mt CO2e),1963,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1962,Asia
5.485694339e-09,Waste (Mt CO2e),1970,Africa
0.002294796,Transport (Energy) (Mt CO2e),1976,Oceania
0.000829754,Industrial Combustion (Energy) (Mt CO2e),2012,The Americas
4.442382698e-07,Waste (Mt CO2e),1977,The Americas
0.002021883,Building (Energy) (Mt CO2e),1987,Europe
,Waste (Mt CO2e),1969,Oceania
0.002526504,Transport (Energy) (Mt CO2e),2013,The Americas
0.002750604,Power Industry (Energy) (Mt CO2e),1973,The Americas
,Building (Energy) (Mt CO2e),1969,Asia
0.000503302,Industrial Processes (Mt CO2e),1981,Oceania
0.000456361,Industrial Processes (Mt CO2e),2003,Middle East
0.000697845,Fugitive Emissions (Energy) (Mt CO2e),1990,Europe
0.000760707,Building (Energy) (Mt CO2e),2013,Middle East
6.986288431e-09,Waste (Mt CO2e),1985,Africa
,Industrial Combustion (Energy) (Mt CO2e),1965,Asia
,Industrial Combustion (Energy) (Mt CO2e),1961,Oceania
,Waste (Mt CO2e),1966,Middle East
0.000241656,Transport (Energy) (Mt CO2e),2010,Africa
,Power Industry (Energy) (Mt CO2e),1962,Europe
0.000757278,Industrial Combustion (Energy) (Mt CO2e),1986,Middle East
0.000568603,Industrial Processes (Mt CO2e),1991,Europe
0.002530916,Transport (Energy) (Mt CO2e),2018,The Americas
0.000934262,Fugitive Emissions (Energy) (Mt CO2e),1991,Middle East
9.188169495e-05,Building (Energy) (Mt CO2e),1985,Africa
3.131347927e-09,Waste (Mt CO2e),1989,Middle East
0.002109779,Industrial Combustion (Energy) (Mt CO2e),1979,Europe
0.000283620,Transport (Energy) (Mt CO2e),2002,Asia
2.747274233e-05,Agriculture (Mt CO2e),2014,Europe
4.141526682e-06,Waste (Mt CO2e),1993,Europe
0.002354839,Transport (Energy) (Mt CO2e),2024,The Americas
0.000805616,Industrial Combustion (Energy) (Mt CO2e),2014,The Americas
5.439032243e-07,Waste (Mt CO2e),1992,The Americas
0.000588643,Power Industry (Energy) (Mt CO2e),1991,Asia
0.001938197,Power Industry (Energy) (Mt CO2e),2020,Asia
0.000182618,Industrial Combustion (Energy) (Mt CO2e),1990,Africa
1.729344774e-05,Agriculture (Mt CO2e),2000,Middle East
,Transport (Energy) (Mt CO2e),1965,Middle East
8.933600805e-09,Waste (Mt CO2e),2005,Africa
0.000516074,Industrial Processes (Mt CO2e),2008,Oceania
0.001480545,Transport (Energy) (Mt CO2e),1998,Europe
